timestamp,venue,new_articles,error
2021-04-07 14:00:03.933420,nyt,1,
2021-04-07 14:00:04.574937,guardian,0,
2021-04-07 14:00:05.188842,popsci,0,
2021-04-07 14:00:05.562993,healthday,0,
2021-04-07 14:00:06.193462,newsmed,0,
2021-04-07 14:00:06.584476,medpage,1,
2021-04-07 15:00:03.516709,wired,0,
2021-04-07 15:00:03.927418,nyt,3,
2021-04-07 15:00:04.642592,guardian,0,
2021-04-07 15:00:05.291803,popsci,0,
2021-04-07 15:00:05.940296,healthday,1,
2021-04-07 15:00:06.632376,newsmed,0,
2021-04-07 15:00:07.233055,medpage,1,
2021-04-07 16:00:03.497077,wired,0,
2021-04-07 16:00:03.953085,nyt,3,
2021-04-07 16:00:04.590398,guardian,0,
2021-04-07 16:00:05.160100,popsci,0,
2021-04-07 16:00:05.469600,healthday,0,
2021-04-07 16:00:06.078367,newsmed,6,
2021-04-07 16:00:06.356589,medpage,1,
2021-04-07 17:00:02.830132,wired,0,
2021-04-07 17:00:03.166468,nyt,3,
2021-04-07 17:00:03.801379,guardian,0,
2021-04-07 17:00:04.309787,popsci,0,
2021-04-07 17:00:04.618748,healthday,5,
2021-04-07 17:00:05.011885,newsmed,7,
2021-04-07 17:00:05.277071,medpage,0,
2021-04-07 18:00:03.298020,wired,0,
2021-04-07 18:00:03.722962,nyt,3,
2021-04-07 18:00:04.347657,guardian,0,
2021-04-07 18:00:04.875281,popsci,0,
2021-04-07 18:00:05.538389,healthday,0,
2021-04-07 18:00:06.206145,newsmed,5,
2021-04-07 18:00:06.475533,medpage,0,
2021-04-07 19:00:03.312135,wired,0,
2021-04-07 19:00:03.690116,nyt,1,
2021-04-07 19:00:04.290010,guardian,0,
2021-04-07 19:00:04.866630,popsci,0,
2021-04-07 19:00:05.489287,healthday,0,
2021-04-07 19:00:06.188613,newsmed,7,
2021-04-07 19:00:06.544730,medpage,0,
2021-04-07 20:00:03.219411,wired,0,
2021-04-07 20:00:04.065094,nyt,2,
2021-04-07 20:00:04.419684,guardian,0,
2021-04-07 20:00:04.958282,popsci,0,
2021-04-07 20:00:05.323922,healthday,0,
2021-04-07 20:00:06.018068,newsmed,1,
2021-04-07 20:00:06.368937,medpage,0,
2021-04-07 21:00:03.229753,wired,0,
2021-04-07 21:00:03.615981,nyt,0,
2021-04-07 21:00:03.894618,guardian,0,
2021-04-07 21:00:04.330189,popsci,0,
2021-04-07 21:00:04.693913,healthday,0,
2021-04-07 21:00:05.132207,newsmed,3,
2021-04-07 21:00:05.733020,medpage,0,
2021-04-07 22:00:03.358204,wired,0,
2021-04-07 22:00:03.737036,nyt,1,
2021-04-07 22:00:05.232489,guardian,1,
2021-04-07 22:00:05.676054,popsci,0,
2021-04-07 22:00:06.343272,healthday,0,
2021-04-07 22:00:06.775207,newsmed,9,
2021-04-07 22:00:07.046572,medpage,0,
2021-04-07 23:00:03.572904,wired,0,
2021-04-07 23:00:03.947963,nyt,0,
2021-04-07 23:00:04.527757,guardian,0,
2021-04-07 23:00:05.151783,popsci,0,
2021-04-07 23:00:05.760700,healthday,0,
2021-04-07 23:00:06.469816,newsmed,10,
2021-04-07 23:00:06.787966,medpage,0,
2021-04-08 00:00:03.662586,wired,0,
2021-04-08 00:00:04.039442,nyt,0,
2021-04-08 00:00:05.764447,guardian,0,
2021-04-08 00:00:06.279007,popsci,0,
2021-04-08 00:00:06.954029,healthday,0,
2021-04-08 00:00:07.540121,newsmed,4,
2021-04-08 00:00:07.854166,medpage,0,
2021-04-08 01:00:03.511682,wired,0,
2021-04-08 01:00:03.717922,nyt,1,
2021-04-08 01:00:03.985875,guardian,0,
2021-04-08 01:00:04.414901,popsci,0,
2021-04-08 01:00:04.731101,healthday,0,
2021-04-08 01:00:05.421719,newsmed,0,
2021-04-08 01:00:05.723152,medpage,0,
2021-04-08 02:00:03.369372,wired,0,
2021-04-08 02:00:03.745968,nyt,0,
2021-04-08 02:00:04.355147,guardian,1,
2021-04-08 02:00:04.909505,popsci,0,
2021-04-08 02:00:05.471360,healthday,0,
2021-04-08 02:00:06.181331,newsmed,1,
2021-04-08 02:00:06.505934,medpage,0,
2021-04-08 03:00:03.264514,wired,0,
2021-04-08 03:00:03.641336,nyt,0,
2021-04-08 03:00:04.256813,guardian,0,
2021-04-08 03:00:04.784540,popsci,0,
2021-04-08 03:00:05.337842,healthday,0,
2021-04-08 03:00:06.120084,newsmed,0,
2021-04-08 03:00:06.416035,medpage,0,
2021-04-08 04:00:03.601343,wired,0,
2021-04-08 04:00:03.757308,nyt,0,
2021-04-08 04:00:04.087809,guardian,1,
2021-04-08 04:00:04.548651,popsci,0,
2021-04-08 04:00:04.879277,healthday,0,'DataFrame' object has no attribute 'published'
2021-04-08 04:00:05.504514,newsmed,0,
2021-04-08 04:00:05.853805,medpage,0,
2021-04-08 05:00:02.897305,wired,1,
2021-04-08 05:00:03.323865,nyt,0,
2021-04-08 05:00:03.945423,guardian,1,
2021-04-08 05:00:04.610250,popsci,0,
2021-04-08 05:00:05.210866,healthday,2,
2021-04-08 05:00:05.907568,newsmed,1,
2021-04-08 05:00:06.468522,medpage,0,
2021-04-08 06:00:03.212820,wired,0,
2021-04-08 06:00:03.587256,nyt,0,
2021-04-08 06:00:04.251402,guardian,0,
2021-04-08 06:00:04.688343,popsci,0,
2021-04-08 06:00:04.966323,healthday,10,
2021-04-08 06:00:05.364501,newsmed,4,
2021-04-08 06:00:05.662491,medpage,0,
2021-04-08 07:00:02.815678,wired,0,
2021-04-08 07:00:02.968248,nyt,1,
2021-04-08 07:00:04.269626,guardian,2,
2021-04-08 07:00:04.709813,popsci,5,
2021-04-08 07:00:05.376481,healthday,0,
2021-04-08 07:00:06.007651,newsmed,3,
2021-04-08 07:00:06.384406,medpage,1,
2021-04-08 08:00:03.429510,wired,0,
2021-04-08 08:00:03.805195,nyt,2,
2021-04-08 08:00:04.494585,guardian,2,
2021-04-08 08:00:05.034104,popsci,0,
2021-04-08 08:00:05.681375,healthday,1,
2021-04-08 08:00:06.522631,newsmed,1,
2021-04-08 08:00:06.849905,medpage,0,
2021-04-08 09:00:03.727203,wired,0,
2021-04-08 09:00:04.133334,nyt,3,
2021-04-08 09:00:04.430114,guardian,2,
2021-04-08 09:00:04.880548,popsci,0,
2021-04-08 09:00:05.261161,healthday,3,
2021-04-08 09:00:05.938900,newsmed,0,
2021-04-08 09:00:06.305899,medpage,1,
2021-04-08 10:00:05.795562,wired,0,
2021-04-08 10:00:06.215938,nyt,3,
2021-04-08 10:00:06.826109,guardian,0,
2021-04-08 10:00:07.355091,popsci,1,
2021-04-08 10:00:07.911865,healthday,1,
2021-04-08 10:00:08.772177,newsmed,1,
2021-04-08 10:00:09.119986,medpage,2,
2021-04-08 11:00:03.458596,wired,0,
2021-04-08 11:00:03.902667,nyt,1,
2021-04-08 11:00:04.244703,guardian,0,
2021-04-08 11:00:04.707021,popsci,0,
2021-04-08 11:00:04.983777,healthday,0,
2021-04-08 11:00:05.880688,newsmed,0,
2021-04-08 11:00:06.274228,medpage,2,
2021-04-08 12:00:03.774040,wired,0,
2021-04-08 12:00:04.151590,nyt,0,
2021-04-08 12:00:04.602384,guardian,0,
2021-04-08 12:00:05.183293,popsci,0,
2021-04-08 12:00:05.504516,healthday,8,
2021-04-08 12:00:06.039374,newsmed,0,
2021-04-08 12:00:06.388170,medpage,2,
2021-04-08 13:00:02.805309,wired,0,
2021-04-08 13:00:03.149269,nyt,0,
2021-04-08 13:00:03.696345,guardian,0,
2021-04-08 13:00:04.156336,popsci,0,
2021-04-08 13:00:04.694455,healthday,0,
2021-04-08 13:00:05.263433,newsmed,0,
2021-04-08 13:00:05.754759,medpage,1,
2021-04-08 14:00:03.558066,wired,0,
2021-04-08 14:00:03.723702,nyt,1,
2021-04-08 14:00:03.982473,guardian,0,
2021-04-08 14:00:04.474064,popsci,0,
2021-04-08 14:00:05.133199,healthday,0,
2021-04-08 14:00:05.820649,newsmed,0,
2021-04-08 14:00:06.213124,medpage,2,
2021-04-08 15:00:02.920884,wired,0,
2021-04-08 15:00:03.273986,nyt,0,
2021-04-08 15:00:03.913139,guardian,0,
2021-04-08 15:00:04.522019,popsci,0,
2021-04-08 15:00:04.810860,healthday,1,
2021-04-08 15:00:05.309323,newsmed,6,
2021-04-08 15:00:05.594539,medpage,2,
2021-04-08 16:00:03.694198,wired,0,
2021-04-08 16:00:03.842942,nyt,1,
2021-04-08 16:00:04.166667,guardian,1,
2021-04-08 16:00:04.671638,popsci,0,
2021-04-08 16:00:05.010892,healthday,4,
2021-04-08 16:00:05.693171,newsmed,9,
2021-04-08 16:00:06.083236,medpage,2,
2021-04-08 17:00:03.505929,wired,0,
2021-04-08 17:00:03.890056,nyt,1,
2021-04-08 17:00:04.511470,guardian,1,
2021-04-08 17:00:05.065570,popsci,0,
2021-04-08 17:00:05.636113,healthday,0,
2021-04-08 17:00:06.398130,newsmed,10,
2021-04-08 17:00:06.800599,medpage,1,
2021-04-08 18:00:03.338056,wired,0,
2021-04-08 18:00:03.485300,nyt,0,
2021-04-08 18:00:04.171128,guardian,1,
2021-04-08 18:00:04.757992,popsci,0,
2021-04-08 18:00:05.331507,healthday,0,
2021-04-08 18:00:06.236593,newsmed,3,
2021-04-08 18:00:06.550684,medpage,0,
2021-04-08 19:00:03.179120,wired,0,
2021-04-08 19:00:03.335463,nyt,0,
2021-04-08 19:00:03.777228,guardian,1,
2021-04-08 19:00:04.257520,popsci,0,
2021-04-08 19:00:04.560816,healthday,0,
2021-04-08 19:00:05.326680,newsmed,0,
2021-04-08 19:00:05.631863,medpage,0,
2021-04-08 20:00:03.601519,wired,0,
2021-04-08 20:00:03.997721,nyt,0,
2021-04-08 20:00:04.600800,guardian,2,
2021-04-08 20:00:05.137650,popsci,0,
2021-04-08 20:00:05.708232,healthday,0,
2021-04-08 20:00:06.564549,newsmed,1,
2021-04-08 20:00:06.969120,medpage,0,
2021-04-08 21:00:03.041867,wired,0,
2021-04-08 21:00:03.447978,nyt,0,
2021-04-08 21:00:04.046218,guardian,1,
2021-04-08 21:00:04.593127,popsci,0,
2021-04-08 21:00:05.171452,healthday,0,
2021-04-08 21:00:05.915303,newsmed,4,
2021-04-08 21:00:07.910253,medpage,0,
2021-04-08 22:00:03.401887,wired,0,
2021-04-08 22:00:03.781806,nyt,0,
2021-04-08 22:00:04.460826,guardian,2,
2021-04-08 22:00:05.080981,popsci,0,
2021-04-08 22:00:05.626926,healthday,0,
2021-04-08 22:00:06.305253,newsmed,10,
2021-04-08 22:00:06.761849,medpage,0,
2021-04-08 23:00:03.326991,wired,0,
2021-04-08 23:00:03.803981,nyt,0,
2021-04-08 23:00:04.419400,guardian,2,
2021-04-08 23:00:04.954217,popsci,0,
2021-04-08 23:00:05.522418,healthday,0,
2021-04-08 23:00:06.199987,newsmed,10,
2021-04-08 23:00:06.535910,medpage,0,
2021-04-09 00:00:03.201192,wired,0,
2021-04-09 00:00:03.575052,nyt,0,
2021-04-09 00:00:04.307566,guardian,2,
2021-04-09 00:00:05.289320,popsci,0,
2021-04-09 00:00:05.904349,healthday,0,
2021-04-09 00:00:06.618660,newsmed,4,
2021-04-09 00:00:06.898857,medpage,0,
2021-04-09 01:00:03.162441,wired,0,
2021-04-09 01:00:03.548530,nyt,0,
2021-04-09 01:00:04.148690,guardian,2,
2021-04-09 01:00:04.723488,popsci,0,
2021-04-09 01:00:05.304190,healthday,0,
2021-04-09 01:00:06.000895,newsmed,5,
2021-04-09 01:00:06.261417,medpage,0,
2021-04-09 02:00:03.112006,wired,0,
2021-04-09 02:00:03.315286,nyt,0,
2021-04-09 02:00:03.930793,guardian,2,
2021-04-09 02:00:06.204161,popsci,0,
2021-04-09 02:00:06.553216,healthday,0,
2021-04-09 02:00:07.305652,newsmed,3,
2021-04-09 02:00:07.632692,medpage,0,
2021-04-09 03:00:03.680856,wired,0,
2021-04-09 03:00:04.060126,nyt,2,
2021-04-09 03:00:04.697855,guardian,2,
2021-04-09 03:00:05.243331,popsci,0,
2021-04-09 03:00:05.790804,healthday,0,
2021-04-09 03:00:06.486789,newsmed,0,
2021-04-09 03:00:06.797343,medpage,0,
2021-04-09 04:00:03.876009,wired,0,
2021-04-09 04:00:04.069078,nyt,0,
2021-04-09 04:00:04.702774,guardian,3,
2021-04-09 04:00:05.315768,popsci,0,
2021-04-09 04:00:05.914582,healthday,0,
2021-04-09 04:00:06.639415,newsmed,2,
2021-04-09 04:00:06.941653,medpage,0,
2021-04-09 05:00:03.370291,wired,1,
2021-04-09 05:00:03.808795,nyt,0,
2021-04-09 05:00:04.321205,guardian,2,
2021-04-09 05:00:04.825486,popsci,0,
2021-04-09 05:00:05.384684,healthday,5,
2021-04-09 05:00:06.252727,newsmed,2,
2021-04-09 05:00:06.598792,medpage,0,
2021-04-09 06:00:03.273459,wired,0,
2021-04-09 06:00:03.719363,nyt,0,
2021-04-09 06:00:04.314840,guardian,2,
2021-04-09 06:00:05.114542,popsci,0,
2021-04-09 06:00:05.736050,healthday,6,
2021-04-09 06:00:06.747094,newsmed,3,
2021-04-09 06:00:07.041830,medpage,0,
2021-04-09 07:00:03.698573,wired,1,
2021-04-09 07:00:04.075651,nyt,0,
2021-04-09 07:00:04.667565,guardian,2,
2021-04-09 07:00:05.224269,popsci,0,
2021-04-09 07:00:05.806904,healthday,1,
2021-04-09 07:00:06.731483,newsmed,1,
2021-04-09 07:00:07.066876,medpage,1,
2021-04-09 08:00:03.175667,wired,0,
2021-04-09 08:00:03.556365,nyt,2,
2021-04-09 08:00:04.186621,guardian,2,
2021-04-09 08:00:04.796699,popsci,0,
2021-04-09 08:00:05.107151,healthday,0,
2021-04-09 08:00:06.255430,newsmed,0,
2021-04-09 08:00:06.712630,medpage,0,
2021-04-09 09:00:03.562534,wired,0,
2021-04-09 09:00:04.033275,nyt,0,
2021-04-09 09:00:04.618980,guardian,2,
2021-04-09 09:00:05.195937,popsci,0,
2021-04-09 09:00:05.754120,healthday,0,
2021-04-09 09:00:06.643457,newsmed,0,
2021-04-09 09:00:07.013971,medpage,1,
2021-04-09 10:00:03.763774,wired,0,
2021-04-09 10:00:04.144290,nyt,2,
2021-04-09 10:00:04.590283,guardian,3,
2021-04-09 10:00:05.175331,popsci,0,
2021-04-09 10:00:05.785068,healthday,0,
2021-04-09 10:00:06.545388,newsmed,2,
2021-04-09 10:00:06.919908,medpage,2,
2021-04-09 11:00:02.951292,wired,0,
2021-04-09 11:00:03.342007,nyt,3,
2021-04-09 11:00:03.984923,guardian,1,
2021-04-09 11:00:04.540424,popsci,0,
2021-04-09 11:00:05.138480,healthday,1,
2021-04-09 11:00:05.953527,newsmed,1,
2021-04-09 11:00:06.776631,medpage,1,
2021-04-09 12:00:03.435107,wired,1,
2021-04-09 12:00:04.139919,nyt,1,
2021-04-09 12:00:04.511394,guardian,1,
2021-04-09 12:00:04.985658,popsci,0,
2021-04-09 12:00:05.297328,healthday,8,
2021-04-09 12:00:05.712790,newsmed,1,
2021-04-09 12:00:06.062796,medpage,2,
2021-04-09 13:00:03.789068,wired,0,
2021-04-09 13:00:03.945221,nyt,2,
2021-04-09 13:00:04.430710,guardian,1,
2021-04-09 13:00:04.963188,popsci,0,
2021-04-09 13:00:05.235343,healthday,0,
2021-04-09 13:00:06.033616,newsmed,0,'DataFrame' object has no attribute 'published'
2021-04-09 13:00:43.459156,medpage,2,
2021-04-09 14:00:03.294569,wired,0,
2021-04-09 14:00:03.807350,nyt,1,
2021-04-09 14:00:04.134311,guardian,0,
2021-04-09 14:00:04.617092,popsci,0,
2021-04-09 14:00:05.113774,healthday,5,
2021-04-09 14:00:05.817274,newsmed,0,
2021-04-09 14:00:06.215956,medpage,3,
2021-04-09 15:00:02.972933,wired,0,
2021-04-09 15:00:03.389166,nyt,2,
2021-04-09 15:00:04.061105,guardian,1,
2021-04-09 15:00:04.537256,popsci,0,
2021-04-09 15:00:04.809966,healthday,1,
2021-04-09 15:00:05.455995,newsmed,0,
2021-04-09 15:00:05.731197,medpage,2,
2021-04-09 16:00:03.509775,wired,0,
2021-04-09 16:00:04.031217,nyt,2,
2021-04-09 16:00:05.058440,guardian,1,
2021-04-09 16:00:05.542378,popsci,0,
2021-04-09 16:00:06.314183,healthday,0,
2021-04-09 16:00:06.745849,newsmed,0,
2021-04-09 16:00:07.064285,medpage,2,
2021-04-09 17:00:03.225891,wired,0,
2021-04-09 17:00:03.415061,nyt,0,
2021-04-09 17:00:03.795146,guardian,1,
2021-04-09 17:00:04.365393,popsci,0,
2021-04-09 17:00:04.983081,healthday,0,
2021-04-09 17:00:05.931430,newsmed,0,
2021-04-09 17:00:06.372249,medpage,1,
2021-04-09 18:00:03.828354,wired,0,
2021-04-09 18:00:04.203205,nyt,0,
2021-04-09 18:00:04.768290,guardian,1,
2021-04-09 18:00:05.315813,popsci,0,
2021-04-09 18:00:05.758056,healthday,0,
2021-04-09 18:00:06.489177,newsmed,2,
2021-04-09 18:00:06.822181,medpage,0,
2021-04-09 19:00:03.272051,wired,0,
2021-04-09 19:00:03.649101,nyt,1,
2021-04-09 19:00:04.243174,guardian,0,
2021-04-09 19:00:04.713985,popsci,0,
2021-04-09 19:00:05.170936,healthday,0,
2021-04-09 19:00:05.594089,newsmed,5,
2021-04-09 19:00:05.952813,medpage,0,
2021-04-09 20:00:02.906762,wired,0,
2021-04-09 20:00:03.060561,nyt,0,
2021-04-09 20:00:03.346416,guardian,1,
2021-04-09 20:00:04.418060,popsci,0,
2021-04-09 20:00:04.683813,healthday,0,
2021-04-09 20:00:05.132241,newsmed,2,
2021-04-09 20:00:05.446986,medpage,0,
2021-04-09 21:00:03.624968,wired,0,
2021-04-09 21:00:04.050987,nyt,0,
2021-04-09 21:00:04.642688,guardian,0,
2021-04-09 21:00:05.197664,popsci,0,
2021-04-09 21:00:05.822884,healthday,0,
2021-04-09 21:00:06.560231,newsmed,0,
2021-04-09 21:00:06.871846,medpage,0,
2021-04-09 22:00:03.849734,wired,0,
2021-04-09 22:00:04.007135,nyt,0,
2021-04-09 22:00:04.415714,guardian,1,
2021-04-09 22:00:05.025832,popsci,0,
2021-04-09 22:00:05.654656,healthday,0,
2021-04-09 22:00:06.539096,newsmed,0,
2021-04-09 22:00:06.889932,medpage,0,
2021-04-09 23:00:02.893825,wired,0,
2021-04-09 23:00:03.346840,nyt,0,
2021-04-09 23:00:03.946993,guardian,0,
2021-04-09 23:00:04.530953,popsci,0,
2021-04-09 23:00:05.134672,healthday,0,
2021-04-09 23:00:05.827099,newsmed,0,
2021-04-09 23:00:06.191799,medpage,0,
2021-04-10 00:00:05.981340,wired,0,
2021-04-10 00:00:06.414235,nyt,0,
2021-04-10 00:00:07.150980,guardian,0,
2021-04-10 00:00:07.747958,popsci,0,
2021-04-10 00:00:08.387409,healthday,0,
2021-04-10 00:00:09.138921,newsmed,0,
2021-04-10 00:00:09.506878,medpage,0,
2021-04-10 01:00:03.827248,wired,0,
2021-04-10 01:00:03.980091,nyt,0,
2021-04-10 01:00:04.295569,guardian,0,
2021-04-10 01:00:04.832351,popsci,0,
2021-04-10 01:00:05.442783,healthday,0,
2021-04-10 01:00:06.173129,newsmed,0,
2021-04-10 01:00:06.436673,medpage,0,
2021-04-10 02:00:03.575802,wired,0,
2021-04-10 02:00:03.778525,nyt,0,
2021-04-10 02:00:04.040781,guardian,0,
2021-04-10 02:00:04.969273,popsci,0,
2021-04-10 02:00:05.303434,healthday,0,
2021-04-10 02:00:06.030520,newsmed,0,
2021-04-10 02:00:06.356782,medpage,0,
2021-04-10 03:00:02.957713,wired,0,
2021-04-10 03:00:03.381004,nyt,1,
2021-04-10 03:00:03.720753,guardian,1,
2021-04-10 03:00:04.175397,popsci,0,
2021-04-10 03:00:04.773789,healthday,0,
2021-04-10 03:00:05.544467,newsmed,0,
2021-04-10 03:00:05.857533,medpage,0,
2021-04-10 04:00:03.175398,wired,0,
2021-04-10 04:00:03.336558,nyt,0,
2021-04-10 04:00:03.855312,guardian,0,
2021-04-10 04:00:04.437542,popsci,0,
2021-04-10 04:00:05.060054,healthday,0,
2021-04-10 04:00:05.711252,newsmed,0,
2021-04-10 04:00:05.983954,medpage,0,
2021-04-10 05:00:03.352643,wired,0,
2021-04-10 05:00:03.889806,nyt,0,
2021-04-10 05:00:04.212965,guardian,0,
2021-04-10 05:00:04.713118,popsci,0,
2021-04-10 05:00:05.008979,healthday,0,
2021-04-10 05:00:05.581734,newsmed,0,
2021-04-10 05:00:05.915810,medpage,0,
2021-04-10 06:00:03.417876,wired,1,
2021-04-10 06:00:03.956971,nyt,0,
2021-04-10 06:00:04.599150,guardian,0,
2021-04-10 06:00:06.785498,popsci,0,
2021-04-10 06:00:07.401943,healthday,0,
2021-04-10 06:00:08.359437,newsmed,0,
2021-04-10 06:00:08.670181,medpage,0,
2021-04-10 07:00:03.042001,wired,0,
2021-04-10 07:00:03.482120,nyt,0,
2021-04-10 07:00:04.094860,guardian,0,
2021-04-10 07:00:04.634614,popsci,0,
2021-04-10 07:00:05.270854,healthday,1,
2021-04-10 07:00:06.257351,newsmed,0,
2021-04-10 07:00:06.568895,medpage,1,
2021-04-10 08:00:05.700533,wired,0,
2021-04-10 08:00:05.870614,nyt,0,
2021-04-10 08:00:06.484626,guardian,2,
2021-04-10 08:00:07.016411,popsci,0,
2021-04-10 08:00:07.630719,healthday,0,
2021-04-10 08:00:08.335018,newsmed,0,
2021-04-10 08:00:08.647591,medpage,1,
2021-04-10 09:00:03.245379,wired,0,
2021-04-10 09:00:03.622192,nyt,1,
2021-04-10 09:00:04.308667,guardian,2,
2021-04-10 09:00:05.021028,popsci,0,
2021-04-10 09:00:05.651444,healthday,0,
2021-04-10 09:00:06.597260,newsmed,0,
2021-04-10 09:00:06.964421,medpage,0,
2021-04-10 10:00:02.870253,wired,0,
2021-04-10 10:00:03.051422,nyt,1,
2021-04-10 10:00:03.629150,guardian,0,
2021-04-10 10:00:04.348657,popsci,0,
2021-04-10 10:00:04.663692,healthday,0,
2021-04-10 10:00:05.110336,newsmed,0,
2021-04-10 10:00:05.426947,medpage,0,
2021-04-10 11:00:02.845460,wired,0,
2021-04-10 11:00:03.243863,nyt,0,
2021-04-10 11:00:03.880875,guardian,0,
2021-04-10 11:00:04.413986,popsci,0,
2021-04-10 11:00:05.045816,healthday,0,
2021-04-10 11:00:06.050307,newsmed,0,
2021-04-10 11:00:06.366680,medpage,0,
2021-04-10 12:00:03.821977,wired,0,
2021-04-10 12:00:04.205135,nyt,0,
2021-04-10 12:00:04.956811,guardian,0,
2021-04-10 12:00:05.562557,popsci,0,
2021-04-10 12:00:06.139853,healthday,0,
2021-04-10 12:00:06.847821,newsmed,0,
2021-04-10 12:00:07.176713,medpage,1,
2021-04-10 13:00:03.395240,wired,0,
2021-04-10 13:00:03.546035,nyt,0,
2021-04-10 13:00:03.823935,guardian,0,
2021-04-10 13:00:04.284955,popsci,0,
2021-04-10 13:00:04.590515,healthday,0,
2021-04-10 13:00:05.320793,newsmed,0,
2021-04-10 13:00:05.653427,medpage,1,
2021-04-10 14:00:03.463893,wired,0,
2021-04-10 14:00:03.890836,nyt,0,
2021-04-10 14:00:04.524347,guardian,0,
2021-04-10 14:00:05.063669,popsci,0,
2021-04-10 14:00:05.647890,healthday,0,
2021-04-10 14:00:06.415956,newsmed,0,
2021-04-10 14:00:06.889277,medpage,0,
2021-04-10 15:00:03.457024,wired,0,
2021-04-10 15:00:03.780209,nyt,0,
2021-04-10 15:00:04.380416,guardian,1,
2021-04-10 15:00:04.867272,popsci,0,
2021-04-10 15:00:05.543866,healthday,0,
2021-04-10 15:00:06.263354,newsmed,0,
2021-04-10 15:00:06.602710,medpage,1,
2021-04-10 16:00:03.616649,wired,0,
2021-04-10 16:00:04.065182,nyt,0,
2021-04-10 16:00:04.424977,guardian,0,
2021-04-10 16:00:04.885590,popsci,0,
2021-04-10 16:00:05.217602,healthday,0,
2021-04-10 16:00:05.792382,newsmed,0,
2021-04-10 16:00:06.089330,medpage,0,
2021-04-10 17:00:02.973142,wired,0,
2021-04-10 17:00:03.414597,nyt,0,
2021-04-10 17:00:04.027477,guardian,0,
2021-04-10 17:00:04.640376,popsci,0,
2021-04-10 17:00:04.950228,healthday,0,
2021-04-10 17:00:05.896837,newsmed,0,
2021-04-10 17:00:06.165875,medpage,0,
2021-04-10 18:00:03.523861,wired,0,
2021-04-10 18:00:03.775569,nyt,0,
2021-04-10 18:00:04.142969,guardian,0,
2021-04-10 18:00:05.087135,popsci,0,
2021-04-10 18:00:05.720078,healthday,0,
2021-04-10 18:00:06.184410,newsmed,0,
2021-04-10 18:00:06.539473,medpage,0,
2021-04-10 19:00:03.607622,wired,0,
2021-04-10 19:00:03.987562,nyt,0,
2021-04-10 19:00:04.651215,guardian,0,
2021-04-10 19:00:05.222976,popsci,0,
2021-04-10 19:00:05.825021,healthday,0,
2021-04-10 19:00:06.232795,newsmed,0,
2021-04-10 19:00:06.559054,medpage,0,
2021-04-10 20:00:03.554193,wired,0,
2021-04-10 20:00:04.262175,nyt,1,
2021-04-10 20:00:05.024477,guardian,0,
2021-04-10 20:00:05.549776,popsci,0,
2021-04-10 20:00:06.162030,healthday,0,
2021-04-10 20:00:06.900000,newsmed,0,
2021-04-10 20:00:07.213476,medpage,0,
2021-04-10 21:00:03.262683,wired,0,
2021-04-10 21:00:03.646013,nyt,1,
2021-04-10 21:00:03.923664,guardian,0,
2021-04-10 21:00:04.881887,popsci,0,
2021-04-10 21:00:05.507898,healthday,0,
2021-04-10 21:00:06.275622,newsmed,0,
2021-04-10 21:00:06.607683,medpage,0,
2021-04-10 22:00:03.158854,wired,0,
2021-04-10 22:00:03.309649,nyt,0,
2021-04-10 22:00:03.717072,guardian,0,
2021-04-10 22:00:04.153424,popsci,0,
2021-04-10 22:00:04.771375,healthday,0,
2021-04-10 22:00:05.228000,newsmed,0,
2021-04-10 22:00:05.552484,medpage,0,
2021-04-10 23:00:03.348431,wired,0,
2021-04-10 23:00:03.500124,nyt,0,
2021-04-10 23:00:04.096944,guardian,1,
2021-04-10 23:00:04.679877,popsci,0,
2021-04-10 23:00:05.301411,healthday,0,
2021-04-10 23:00:05.724210,newsmed,0,
2021-04-10 23:00:06.025413,medpage,0,
2021-04-11 00:00:04.321071,wired,0,
2021-04-11 00:00:04.751431,nyt,0,
2021-04-11 00:00:05.569246,guardian,1,
2021-04-11 00:00:06.102447,popsci,0,
2021-04-11 00:00:06.728423,healthday,0,
2021-04-11 00:00:07.730100,newsmed,0,
2021-04-11 00:00:08.228201,medpage,0,
2021-04-11 01:00:03.413553,wired,0,
2021-04-11 01:00:03.850459,nyt,0,
2021-04-11 01:00:04.241342,guardian,2,
2021-04-11 01:00:05.158781,popsci,0,
2021-04-11 01:00:05.462817,healthday,0,
2021-04-11 01:00:06.146932,newsmed,0,
2021-04-11 01:00:06.407578,medpage,0,
2021-04-11 02:00:03.592308,wired,0,
2021-04-11 02:00:03.969375,nyt,0,
2021-04-11 02:00:04.566802,guardian,2,
2021-04-11 02:00:05.483303,popsci,0,
2021-04-11 02:00:06.061423,healthday,0,
2021-04-11 02:00:06.763017,newsmed,0,
2021-04-11 02:00:07.033972,medpage,0,
2021-04-11 03:00:03.539772,wired,0,
2021-04-11 03:00:03.966314,nyt,0,
2021-04-11 03:00:04.579043,guardian,0,
2021-04-11 03:00:05.155960,popsci,0,
2021-04-11 03:00:05.760833,healthday,0,
2021-04-11 03:00:06.425609,newsmed,0,
2021-04-11 03:00:06.691351,medpage,0,
2021-04-11 04:00:03.484817,wired,0,
2021-04-11 04:00:03.890934,nyt,0,
2021-04-11 04:00:04.519958,guardian,0,
2021-04-11 04:00:05.053475,popsci,0,
2021-04-11 04:00:05.656342,healthday,0,
