id,venue,title,link,summary,published,tags
27,guardian,Rain uncovers bull idol at ancient Olympia,https://www.theguardian.com/science/2021/mar/19/rain-uncovers-bull-idol-at-ancient-olympia,"<p>‘Chance discovery’ near the temple of Zeus was probably used as votive offering, Greek ministry says </p><p>Rain has helped uncover a small bull idol at ancient Olympia in what the Greek culture ministry said on Friday was a “chance discovery”.</p><p>It said the bronze idol, found intact, was spotted by an archaeologist at the sprawling ancient site that inspired the modern Olympic Games during a scheduled visit by ministry officials.</p> <a href=""https://www.theguardian.com/science/2021/mar/19/rain-uncovers-bull-idol-at-ancient-olympia"">Continue reading...</a>","Fri, 19 Mar 2021 14:39:40 GMT","[{'term': 'Archaeology', 'scheme': 'https://www.theguardian.com/science/archaeology', 'label': None}, {'term': 'Greece', 'scheme': 'https://www.theguardian.com/world/greece', 'label': None}, {'term': 'World news', 'scheme': 'https://www.theguardian.com/world/world', 'label': None}, {'term': 'Science', 'scheme': 'https://www.theguardian.com/science/science', 'label': None}, {'term': 'Europe', 'scheme': 'https://www.theguardian.com/world/europe-news', 'label': None}]"
28,guardian,Covid outbreak has reached my hospital in Papua New Guinea. People could soon be dying in the parking lot | Glen Mola,https://www.theguardian.com/world/2021/mar/17/covid-has-reached-my-hospital-in-papua-new-guinea-people-could-soon-be-dying-in-the-parking-lot,"<p>Port Moresby General Hospital is one of the few safe places for women to give birth, but 30% of our workforce has Covid-19 and we may have to shut our doors</p><p>At Port Moresby General Hospital, about 20% of women presenting in labour have symptoms of Covid-19. Of these, about one-third (four to five women a day) test positive.</p><p>We get the test results back about two to three hours after we take the swabs, so often by the time the woman is delivering her baby it is too late to transfer her to the Covid isolation ward for the birth and staff have attended to her and been exposed to the virus, without being able to don the appropriate level of PPE and practice other precautionary measures to protect themselves.</p> <a href=""https://www.theguardian.com/world/2021/mar/17/covid-has-reached-my-hospital-in-papua-new-guinea-people-could-soon-be-dying-in-the-parking-lot"">Continue reading...</a>","Tue, 16 Mar 2021 23:17:37 GMT","[{'term': 'Coronavirus', 'scheme': 'https://www.theguardian.com/world/coronavirus-outbreak', 'label': None}, {'term': 'Papua New Guinea', 'scheme': 'https://www.theguardian.com/world/papua-new-guinea', 'label': None}, {'term': 'World news', 'scheme': 'https://www.theguardian.com/world/world', 'label': None}, {'term': 'Science', 'scheme': 'https://www.theguardian.com/science/science', 'label': None}]"
29,guardian,UK Covid: Boris Johnson says vaccine supply issues will not lead to change in roadmap out of lockdown – as it happened,https://www.theguardian.com/politics/live/2021/mar/18/uk-covid-coronavirus-live-news-updates-vaccine-supply,"<p>PM says vaccine supply issues <a href=""https://www.theguardian.com/politics/live/2021/mar/18/uk-covid-coronavirus-live-news-updates-vaccine-supply?page=with:block-6053877c8f085f49c135964c#block-6053877c8f085f49c135964c"">will not affect roadmap</a>; MHRA says no evidence AstraZeneca vaccine causes blood clots <a href=""https://www.theguardian.com/politics/live/2021/mar/18/uk-covid-coronavirus-live-news-updates-vaccine-supply?page=with:block-605367ca8f085f49c13593a4#block-605367ca8f085f49c13593a4"">but issues new advice</a>. This live blog is now closed – <a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">please follow the global coronavirus live blog for further updates</a></p><ul><li><a href=""https://www.theguardian.com/world/2021/mar/18/britons-still-keen-for-covid-vaccine-despite-eu-suspensions-says-chris-whitty"">Britons still keen for Covid vaccine despite EU suspensions, says Whitty</a></li><li><a href=""https://www.theguardian.com/politics/live/2021/mar/18/uk-covid-coronavirus-live-news-updates-vaccine-supply?page=with:block-60534c7a8f0832395ae59566#block-60534c7a8f0832395ae59566"">Hancock tells EU to respect ‘contract law’ over UK vaccine supply</a></li><li><a href=""https://www.theguardian.com/politics/live/2021/mar/18/uk-covid-coronavirus-live-news-updates-vaccine-supply?page=with:block-605367ca8f085f49c13593a4#block-605367ca8f085f49c13593a4"">MHRA says no evidence showing AstraZeneca jab causes clots</a></li><li><a href=""https://www.theguardian.com/politics/live/2021/mar/18/uk-covid-coronavirus-live-news-updates-vaccine-supply?page=with:block-60532d7d8f0832395ae59319#block-60532d7d8f0832395ae59319"">Gibraltar says it won’t house offshore camp for asylum seekers</a></li><li><a href=""https://www.theguardian.com/politics/2021/mar/18/tory-backbenchers-urge-faster-lockdown-easing-ahead-of-commons-votes"">Tory backbenchers urge faster lockdown easing ahead of Commons vote</a></li><li><a href=""https://www.theguardian.com/society/2021/mar/18/uk-covid-rates-rise-vaccine-delay-adviser-adam-finn"">UK Covid rates may rise because of vaccine delay, adviser concedes</a></li></ul><p class=""block-time published-time""> <time datetime=""2021-03-18T18:31:48.086Z"">6.31pm <span class=""timezone"">GMT</span></time> </p><p>By April 15 we will be able to offer a first dose to all of you who are over 50 as well as those who are under 50 who are clinically vulnerable.</p><p>We will have the second doses people need within the 12 week window, which means around 12 million people in April and will still offer a first dose to every adult by the end of July.</p><p>The Indian government hasn’t stopped any export. There is a delay as I have described, as there are very frequently in vaccine rollout programmes.</p><p>No, there is a delay as there often is, caused for various technical reasons. We hope, as I have said, to work very closely with the Serum Institute, and indeed with partners around the world, including on the European continent.</p><p>The objective here is to save life and avert human misery. Because people are crossing the Channel who are being fooled, who are being conned, by gangsters, into paying huge sums of money, risking their lives.</p><p>People have died trying to make this crossing and it is a deeply repugnant traffic that we need to stop, and that’s why the Home Secretary has set out the tough series of proposals that you have seen.</p><p> <span>Related: </span><a href=""https://www.theguardian.com/world/live/2021/mar/18/coronavirus-live-news-uk-says-eu-vaccine-threat-needs-explaining-tanzania-president-dies"">Coronavirus live: Italy to resume using AstraZeneca vaccine after European regulator says it is 'safe and effective'</a> </p><p class=""block-time published-time""> <time datetime=""2021-03-18T17:52:59.370Z"">5.52pm <span class=""timezone"">GMT</span></time> </p><p>Another reason for Boris Johnson’s coyness when it comes to criticising India (see <a href=""https://www.theguardian.com/politics/live/2021/mar/18/uk-covid-coronavirus-live-news-updates-vaccine-supply?page=with:block-60538dc08f085f49c13596aa#block-60538dc08f085f49c13596aa"">5.46pm)</a> may be that he is planning <a href=""https://www.thehindu.com/news/national/boris-johnson-to-visit-india-in-april-end/article34080346.ece"">a major visit there at the end of April.</a> There are no plans in the diary for any equivalent visits to Belgium, or any other countries in the EU.</p> <a href=""https://www.theguardian.com/politics/live/2021/mar/18/uk-covid-coronavirus-live-news-updates-vaccine-supply"">Continue reading...</a>","Thu, 18 Mar 2021 18:31:48 GMT","[{'term': 'Coronavirus', 'scheme': 'https://www.theguardian.com/world/coronavirus-outbreak', 'label': None}, {'term': 'Politics', 'scheme': 'https://www.theguardian.com/politics/politics', 'label': None}, {'term': 'UK news', 'scheme': 'https://www.theguardian.com/uk/uk', 'label': None}, {'term': 'Vaccines and immunisation', 'scheme': 'https://www.theguardian.com/society/vaccines', 'label': None}, {'term': 'Health', 'scheme': 'https://www.theguardian.com/society/health', 'label': None}, {'term': 'Infectious diseases', 'scheme': 'https://www.theguardian.com/science/infectiousdiseases', 'label': None}, {'term': 'Boris Johnson', 'scheme': 'https://www.theguardian.com/politics/boris-johnson', 'label': None}, {'term': 'Matt Hancock', 'scheme': 'https://www.theguardian.com/politics/matt-hancock', 'label': None}, {'term': 'Gibraltar', 'scheme': 'https://www.theguardian.com/world/gibraltar', 'label': None}, {'term': 'Immigration and asylum', 'scheme': 'https://www.theguardian.com/uk/immigration', 'label': None}, {'term': 'Mark Drakeford', 'scheme': 'https://www.theguardian.com/politics/mark-drakeford', 'label': None}, {'term': 'Wales', 'scheme': 'https://www.theguardian.com/uk/wales', 'label': None}, {'term': 'Welsh politics', 'scheme': 'https://www.theguardian.com/politics/wales', 'label': None}, {'term': 'Labour', 'scheme': 'https://www.theguardian.com/politics/labour', 'label': None}, {'term': 'India', 'scheme': 'https://www.theguardian.com/world/india', 'label': None}, {'term': 'Medical research', 'scheme': 'https://www.theguardian.com/science/medical-research', 'label': None}, {'term': 'Science', 'scheme': 'https://www.theguardian.com/science/science', 'label': None}, {'term': 'Microbiology', 'scheme': 'https://www.theguardian.com/science/microbiology', 'label': None}]"
30,popsci,The best closet organizer: Storage ideas to simplify your life,https://www.popsci.com/story/reviews/best-closet-organizer/,Choose the best closet organizer to maximize wardrobe space. Save time with closet organizer systems and ideas like these!,"Wed, 17 Mar 2021 18:59:00 +0000","[{'term': 'Reviews', 'scheme': None, 'label': None}]"
31,popsci,Under-desk treadmills that keep you active all day long,https://www.popsci.com/story/shop/under-desk-treadmills/,"If you have a standing desk, under-desk treadmills let you reap the health benefits of taking brisk walks without interrupting your work day. These relatively small and quiet machines move at a walking pace, so you can keep your step-count up. They have the same safety features found on larger gym machines, and many include features like Bluetooth controls. Picking a machine that provides the health benefits you want while fitting into your office environment can be confusing. To avoid costly hassles and wastes of time, let’s take a walk through the world of these convenient workout machines.","Wed, 17 Mar 2021 13:32:21 +0000","[{'term': 'Shop', 'scheme': None, 'label': None}]"
32,popsci,Are ‘clean’ cosmetics better for us than other beauty products?,https://www.popsci.com/story/environment/clean-beauty/,"Without regulations to back up what the word “clean” means, any company can use it without proving that their personal care products are safer than anything else you can buy at the store.","Wed, 17 Mar 2021 18:29:31 +0000","[{'term': 'Environment', 'scheme': None, 'label': None}]"
33,popsci,Google's new Nest Hub can track your sleep without a wearable or camera,https://www.popsci.com/story/technology/google-nest-hub-radar-sleep-tracking/,"Google's new smart screen doesn't have a camera built-in, but it can track your slumber using radar to tell you how well-rested you are.","Wed, 17 Mar 2021 15:37:45 +0000","[{'term': 'Technology', 'scheme': None, 'label': None}]"
34,popsci,Best office cabinets: Storage must-haves to make your workspace work,https://www.popsci.com/story/reviews/best-office-cabinets/,Buy the best office cabinets for a perfectly organized office. Check out the top office storage cabinet options! You're sure fo find some great storage ideas.,"Thu, 18 Mar 2021 15:59:00 +0000","[{'term': 'Reviews', 'scheme': None, 'label': None}]"
35,popsci,This free tool can reveal who is behind any internet domain,https://www.popsci.com/story/diy/whois-lookup-explained/,ICANN's WhoIs tool is a useful way to learn about the people or companies behind a website. This guide should make understanding its results a bit easier.,"Thu, 18 Mar 2021 16:45:15 +0000","[{'term': 'Diy', 'scheme': None, 'label': None}]"
36,popsci,Elvis (the helicopter) is cheating death by becoming a drone,https://www.popsci.com/story/technology/erickson-air-crane-converting/,"By becoming autonomous, this cargo helicopter could help transport military supplies or even fight fires—without risking human lives.","Wed, 17 Mar 2021 20:02:01 +0000","[{'term': 'Technology', 'scheme': None, 'label': None}]"
37,popsci,Vaccines may help alleviate symptoms for people with long-COVID,https://www.popsci.com/story/health/covid-19-vaccines-help-long-covid/,Here’s a round-up of some of the more positive news as we dredge through the final chapters of this pandemic.,"Thu, 18 Mar 2021 17:00:00 +0000","[{'term': 'Health', 'scheme': None, 'label': None}]"
38,popsci,Your liver does more than you give it credit for,https://www.popsci.com/story/health/liver-function/,"In this year's subdued St. Patrick's Day celebrations, a biochemist suggests thanking our livers for going above and beyond their ability to metabolize alcohol.","Wed, 17 Mar 2021 19:29:49 +0000","[{'term': 'Health', 'scheme': None, 'label': None}]"
39,popsci,Moderna is now testing its COVID-19 vaccine on kids. Here’s everything you need to know.,https://www.popsci.com/story/health/moderna-covid-19-vaccine-kids/,Moderna's new trials will test how well its COVID-19 vaccine works on kids.,"Wed, 17 Mar 2021 23:42:34 +0000","[{'term': 'Health', 'scheme': None, 'label': None}]"
40,healthday,"Health Highlights: March 19, 2021",https://consumer.healthday.com/3-19-health-highlights-march-19-2021-2651141173.html,"<img src=""https://consumer.healthday.com/media-library/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpbWFnZSI6Imh0dHBzOi8vYXNzZXRzLnJibC5tcy8yMzYyNzUyNC9vcmlnaW4uanBnIiwiZXhwaXJlc19hdCI6MTY1Mjc4MTU0OX0.sgQL62GIim02-tz3wlVzDPk-x8qyhAIofcG4UU3oB3g/image.jpg?width=1200&amp;coordinates=0%2C33%2C0%2C33&amp;height=800"" /><br /><br /><p><br /></p><p><strong>U.S. to 'Loan' COVID-19 Vaccines to Mexico, Canada</strong></p><p>A ""loan"" of 4 million doses of the AstraZeneca COVID-19 vaccine will be sent to Mexico (2.5 million doses) and Canada (1.5 million doses), the White House said Thursday.</p><p>""Our first priority remains vaccinating the U.S. population,"" White House Press Secretary Jen Psaki said at Thursday's daily briefing. But she added that ""ensuring our neighbors can contain the virus is a mission critical step,"" the <em>Associated Press</em> reported.</p><p>The plan's details are still being worked out.</p><p>The AstraZeneca vaccine has not been approved for use in the United States, but the company is expected to share results of its late-stage U.S. study and apply for emergency use authorization in the coming weeks. The World Health Organization, European regulators and dozens of countries have OK'd the shots based on studies done in the U.K. and elsewhere.</p><p>Over the past week, several nations suspended their use of the vaccine following reports of clots in a few dozen of the millions of people across Europe who have received the vaccine. On Thursday, Europe's medicines regulator said the shots do not increase the overall risk of clots and the benefits far outweigh the risks. Still, the debate raised fears that the safety question would undermine confidence in AstraZeneca's vaccine, which is key to immunization efforts in several countries.</p><p>The Biden administration has said that once U.S. citizens are vaccinated, the next step is ensuring Canada and Mexico can contain the pandemic so the borders between those countries can reopen.</p><p><br /></p><p><strong>'Perfect Storm' Triggered COVID-19 Pandemic: Researchers</strong></p><p>It took a ""perfect storm"" for the COVID-19 pandemic to occur, according to researchers who examined when and how the virus first emerged in China.</p><p>They found that the new coronavirus didn't infect the first human until October 2019 at the earliest, and that it was bad luck and the crowded setting of the Huanan seafood market in Wuhan -- where the pandemic appears to have started -- that set the virus on its worldwide spread, <em>CNN</em> reported.</p><p>The study was published Thursday in the journal <em>Science</em>.</p><p>""It was a perfect storm -- we know now that it had to catch a lucky break or two to actually firmly become established,"" study co-author Michael Worobey, a professor of evolutionary biology at the University of Arizona, told <em>CNN</em>.</p><p>""If things had been just a tiny bit different, if that first person who brought that into the Huanan market had decided to not go that day, or even was too ill to go and just stayed at home, that or other early super-spreading events might not have occurred. We may never have even known about it.""</p><p>The research team used molecular dating, which involves assessing the rate of ongoing mutations to calculate how long the virus has been around. They also ran computer models to show when and how it could have spread, and how it did spread.</p><p>""Our study was designed to answer the question of how long could SARS-CoV-2 have circulated in China before it was discovered,"" said researcher Joel Wertheim, an associate professor in the San Diego School of Medicine's Division of Infectious Diseases and Global Public Health.</p><p>""To answer this question, we combined three important pieces of information: a detailed understanding of how SARS-CoV-2 spread in Wuhan before the lockdown, the genetic diversity of the virus in China, and reports of the earliest cases of COVID-19 in China. By combining these disparate lines of evidence, we were able to put an upper limit of mid-October 2019 for when SARS-CoV-2 started circulating in Hubei province.""</p><p><br /></p><p><strong>Top-Selling Flea Collar May Be Linked to Nearly 1,700 Pet Deaths</strong></p><p>A top-selling flea collar that may be linked to the deaths of nearly 1,700 pets and hundreds of injuries to people should be recalled, a U.S. lawmaker says.</p><p>Since the Seresto collars were introduced in 2012, there have been more than 75,000 incidents -- ranging from skin irritation to seizures to death -- reported to the U.S. Environmental Protection Agency, according to government documents obtained by a nonprofit group, <em>CBS News</em> reported.</p><p>Congressman Raja Krishnamoorthi wants a recall of the collars, which contain two different pesticides to combat fleas and ticks.</p><p>""I think that it's only appropriate in this case that the manufacturer do a voluntary recall,"" he said, <em>CBS News</em> reported. ""We look at the situation, investigate and then proceed from there.""</p><p>Retailer Elanco says the collars are safe. The ""incident report rate … in the U.S. has been below 0.3%"" and the majority ""relate to non-serious effects"" such as skin problems, according to the company.</p><p>Elanco says it will not issue a recall. That's something that would be up to regulators, a company spokesperson told <em>CBS News</em>.</p>","Fri, 19 Mar 2021 12:25:32 +0000",
41,healthday,Surgical Patients Allergic to Penicillin Have Another Safe Alternative,https://consumer.healthday.com/b-3-19-folks-allergic-to-penicillin-have-another-safe-alternative-2651114890.html,"<img src=""https://consumer.healthday.com/media-library/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpbWFnZSI6Imh0dHBzOi8vYXNzZXRzLnJibC5tcy8yMzYzMTAyMi9vcmlnaW4uanBnIiwiZXhwaXJlc19hdCI6MTY0MDAwNjE0N30.qNUHca3tze5K2453ldnWYxJzzgN8qfXY4E1hBNdn4LE/image.jpg?width=1200&amp;coordinates=0%2C33%2C0%2C33&amp;height=800"" /><br /><br /><p>FRIDAY, March 19, 2021 (HealthDay News) -- The antibiotic cefazolin is a safe alternative to prevent infection in most surgical patients who are allergic to penicillin, according to a new study.</p><p>Cefazolin is a type of antibiotic known as a cephalosporin. It's the recommended antibiotic for most surgical procedures, but some doctors are reluctant to give it to patients with penicillin-allergies based on research from the 1960s and 1970s that found some might also be allergic to cephalosporins like cefazolin.<br /></p><p>""Under current practice, the roughly 10% of U.S. patients reporting a penicillin allergy are less likely to receive cefazolin at the time of surgery and more likely to receive clindamycin or vancomycin, which increases their risk of developing a surgical infection,"" said study co-author Dr. Kimberly Blumenthal. She is an investigator in the division of rheumatology, allergy and immunology at Massachusetts General Hospital, in Boston.</p><p>Of the more than 17 million surgeries performed in the United States each year, nearly 111,000 result in surgical site infections, according to the U.S. Centers for Disease Control and Prevention.</p><p><span></span>For the new study, the researchers analyzed 77 studies with a total 6,147 patients, and concluded that most surgical patients with a history of penicillin allergy can safely be given cefazolin instead of several less effective and more costly penicillin alternatives.</p><p>""Our study found that the frequency of dual allergies to penicillin and cefazolin was so small — 0.7% — that surgeons and anesthesiologists should feel confident giving cefazolin to nearly all patients with a penicillin allergy history,"" Blumenthal concluded in a hospital news release.</p><p>The findings were published March 17 in <em>JAMA Surgery</em>.</p><p>""Avoidance of cefazolin based on 50-year-old data is unnecessary and, in many cases, ill-advised,"" said study senior author Meghan Jeffres, of the University of Colorado School of Pharmacy, in Aurora.</p><p>""Not only is cefazolin safe for nearly all patients with penicillin allergy, but also, studies have shown that it's well-tolerated and has the appropriate spectrum of activity against organisms commonly encountered in surgical site infections,"" Jeffres added.</p><p><strong>More information</strong></p><p>The U.S. National Library of Medicine has more on <a href=""https://medlineplus.gov/druginfo/meds/a682731.html"" target=""_blank"">cefazolin</a>.</p><div class=""horizontal-rule""></div><p>SOURCE: Massachusetts General Hospital, news release, March 17, 2021<br /></p>","Fri, 19 Mar 2021 11:59:51 +0000",
42,healthday,Aumenta la vacunación en EE. UU. ¿Tendrán los estadounidenses un 'pasaporte de vacunación'?,https://consumer.healthday.com/3-16-as-u-s-vaccinations-rise-are-vaccine-passports-near-2651119992.html,"<img src=""https://consumer.healthday.com/media-library/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpbWFnZSI6Imh0dHBzOi8vYXNzZXRzLnJibC5tcy8yNTgxMzkzOS9vcmlnaW4uanBnIiwiZXhwaXJlc19hdCI6MTY0MDk2ODQ4OX0.TkJQ7-FhJ_8SS645z_bh-WQkq9nhiijSAPtOgcId5dQ/image.jpg?width=1200&amp;coordinates=0%2C33%2C0%2C33&amp;height=800"" /><br /><br /><p>MIÉRCOLES, 17 de marzo de 2021 (HealthDay News) -- Se han administrado docenas de millones de vacunas contra la COVID-19 a los estadounidenses, y aumenta la presión para que haya un ""pasaporte de vacunación"", que permitiría a las personas inmunizadas del todo viajar con más libertad y disfrutar con una mayor facilidad de otros aspectos de la vida de antes de la pandemia. </p><p>Más de dos docenas de organizaciones comerciales de aerolíneas, sindicatos laborales y la Cámara de Comercio de EE. UU. han pedido a la Casa Blanca que ""establezca una directriz uniforme"" para un método de prueba de la inmunidad contra la COVID-19, según una carta que enviaron la semana pasada al coordinador de la respuesta al coronavirus de la Casa Blanca, Jeff Zients. </p><p>Otros países están incluso más adelantados. Por ejemplo, Israel ya emite un pase verde para las personas inmunizadas, que les permite un acceso exclusivo a los eventos deportivos, conciertos, gimnasios, hoteles y restaurantes.</p><p>Las ventajas de un programa de pasaporte son obvias: fomentar el turismo y revigorizar unas economías muy afectadas por la pandemia.</p><p>""Inevitablemente, creo que se crearán estos pasaportes, porque las personas están ansiosas por volver a una sensación de normalidad"", comentó la Dra. Mahshid Abir, investigadora sénior en políticas de los médicos de RAND Corp. ""Tanto desde el lado de la oferta como de la demanda, hay un ímpetu por reencaminar el turismo y los viajes, y volver a algún tipo de normalidad"".</p><p>Pero los pasaportes de vacunación presentan muchas desventajas preocupantes, tantas que la Organización Mundial de la Salud (OMS) se opone a ellos, y hasta ahora la Casa Blanca no ha querido intervenir.</p><p>La semana pasada, el director de emergencias de salud de la OMS, el Dr. Michael Ryan, dijo a los medios noticiosos que los pasaportes de vacunación no deberían usarse como un requisito para los viajes debido a ""unos problemas prácticos y éticos reales"".</p><p>Y el lunes, Andy Slavitt, asesor sénior del equipo de respuesta a la COVID-19 de la Casa Blanca, dijo en una reunión de prensa que ""mantener esos datos y hacer esto no es un rol del gobierno"", cuando se le preguntó sobre los pasaportes de vacunación.</p><p>""Pero sí creemos que cuando se haga, hay una forma correcta y una forma que no es tan buena"", continuó Slavitt. ""Y la forma correcta es que debe ser privado, que los datos deben ser seguros, que el acceso al mismo debe ser gratuito, que debe estar disponible tanto en formato digital como impreso y en varios idiomas, y que debe ser de código abierto"".</p><p><strong>Un medio de persuasión</strong></p><p>Otro beneficio potencial de requerir un pasaporte de vacunación para viajar, comer en un restaurante o asistir a un concierto de rock sería que presionaría a algunas personas que se muestran renuentes ante las vacunas a vacunarse, dijo Abir.</p><p>""Quizá anime a las personas a ponérsela para poder seguir adelante y disfrutar de aspectos de la vida que se están perdiendo"", comentó.</p><p>Pero estos pasaportes también podrían empeorar las desigualdades en todo el mundo, crear preocupaciones sobre unos fraudes descontrolados y la violación de la privacidad, y al final no ayudar a frenar la pandemia, advirtió el Dr. Howard Koh, profesor de la Facultad de Salud Pública T.H. Chan de la Universidad de Harvard, y exsecretario asistente de salud de la administración de Obama.</p><p>""Podría conducir a muchas consecuencias accidentales, sobre todo relacionadas con una ampliación de las divisiones en nuestra sociedad"", dijo Koh.</p><p>En primer lugar, los científicos no saben lo suficiente sobre la inmunidad que ofrece la vacunación como para saber cuánto tiempo sería válido un pasaporte de este tipo, señaló.</p><p>""Un pasaporte de vacunación no necesariamente es un pasaporte de inmunidad"", aclaró Koh. ""Todavía no sabemos exactamente cuánto durará la inmunidad. La inmunidad podría durar muchos años, o ser muchísimo más breve"".</p><p>En cuanto a los pasaportes de vacunación utilizados para viajar entre países, debe haber algún tipo de acuerdo sobre cuáles vacunas son válidas y qué información se requeriría en el documento, añadió Koh.</p><p>La suspensión de la vacuna de AstraZeneca en varios países europeos, debido a preocupaciones sobre los coágulos sanguíneos, muestra que este no es un problema teórico. Cada país ha estado aprobando distintas vacunas para sus poblaciones, y no está claro qué podría significar esto para los viajeros.</p><p>""Si alguien viene aquí y su pasaporte dice que recibió la vacuna de AstraZeneca, ¿qué significa esto respecto a tener un pasaporte estandarizado?"", preguntó Koh.</p><p><strong>Podrían surgir fraudes y disparidades</strong></p><p>La forma que adoptaría un pasaporte de vacunación es otra pregunta abierta.</p><p>El pase verde de Israel tiene formato tanto electrónico como impreso, pero algunos expertos en los viajes han dicho que será imposible ampliar el programa de pasaportes de vacunación a menos que el documento tenga formato digital. ¿Qué significa esto para las personas mayores que no sepan mucho de tecnología, o para las personas pobres que no puedan permitirse un teléfono inteligente?</p><p>""Ya se ha visto lo difícil que ha sido para las poblaciones de personas mayores navegar en los sitios web para obtener acceso a las vacunas"", advirtió Koh. ""Se trata de otra forma de disparidades de las que estamos siendo testigos, no solo respecto a los ingresos, sino también a la edad"".</p><p>Por otra parte, un pasaporte impreso sería vulnerable a los fraudes a menos que se emita como un documento del gobierno a prueba de falsificaciones, como una licencia de conducir, que resultara difícil de duplicar para las personas, anotó Abir.</p><p>Globalmente, un pasaporte de vacunación utilizado para viajar fomentaría el resentimiento contra los países más ricos que tendrán acceso primero a la inmunización contra la COVID-19, añadió Abir, hasta un punto que podría tener ""implicaciones de seguridad nacional"".</p><p>""Si todo el mundo sabe que las personas que viajan al extranjero desde Estados Unidos son las personas vacunadas, y se dirigen a destinos donde quizá no todo el mundo esté vacunado, ¿cuáles serán los sentimientos hacia esos turistas en esos países?"", se preguntó Abir.</p><p>Esto es parte del motivo de que la OMS se opone actualmente a los pasaportes de vacunación, aseguró Ryan. </p><p>""Creo que hay unas consideraciones prácticas y éticas reales que los países tendrán que resolver, porque si el acceso a la vacuna es desigual, entonces la inequidad y la injusticia se pueden arraigar más en el sistema si continuamos tomando decisiones sobre lo que las personas pueden y no pueden hacer, dónde pueden y no pueden ir, basándonos en la vacunación, cuando la vacunación en sí no es algo a lo que todo el mundo tiene el mismo acceso"", apuntó Ryan. </p><p>Hay un argumento final contra los pasaportes de vacunación, dijo Koh: no hay evidencias de que unos documentos de este tipo frenarían la propagación de la COVID-19.</p><p>""Si fuera una forma de reducir la transmisión, sería un resultado ideal, pero todavía no tenemos ninguna evidencia al respecto"", dijo Koh. ""Hay demasiados factores críticos que se desconocen. Cuando comenzamos a observar esto, lo complejo que puede ser nos hace sentirnos humildes"".</p><p><strong>Más información</strong></p><p>Los Centros para el Control y la Prevención de Enfermedades de EE. UU. ofrecen más información sobre <a href=""https://holadoctor.com/es/coronavirus-covid-19/nueva-guia-para-las-personas-vacunadas-contra-covid"" rel=""noopener noreferrer"" target=""_blank"">el programa nacional de vacunación contra la COVID-19</a>.</p><p> <em>Artículo por HealthDay, traducido por </em><a href=""https://holadoctor.com/"" rel=""noopener noreferrer"" target=""_blank""><em>HolaDoctor.com</em></a><br /></p><div class=""horizontal-rule""></div><p>FUENTES: Mahshid Abir, MD, senior physician policy researcher, RAND Corp.; Howard Koh, MD, MPH, professor, Harvard T.H. Chan School of Public Health, Boston</p>","Thu, 18 Mar 2021 17:04:00 +0000",
43,healthday,Florida Baby First in U.S. Born With COVID-19 Antibodies,https://consumer.healthday.com/florida-baby-first-in-u-s-born-with-covid-19-antibodies-2651131080.html,"<img src=""https://consumer.healthday.com/media-library/eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpbWFnZSI6Imh0dHBzOi8vYXNzZXRzLnJibC5tcy8yMzYzMzkyOS9vcmlnaW4uanBnIiwiZXhwaXJlc19hdCI6MTY0MzQ3Nzk4MH0.a2_XtSucV1RcH-pvHm-0DLegLAEL3AWN1TlXd27gBKw/image.jpg?width=1200&amp;coordinates=33%2C0%2C33%2C0&amp;height=800"" /><br /><br /><p>THURSDAY, March 18, 2021 (HealthDay News) -- A Florida baby is believed to be the first in the United States to be born with COVID-19 antibodies after the mother was vaccinated, doctors report.</p><p>The mother, a frontline health care worker in South Florida, received her first shot of the Moderna COVID-19 vaccine when she was 36 weeks pregnant and gave birth three weeks later to a healthy baby girl, <em>CBS News</em> reported. Doctors analyzed blood taken from the baby's umbilical cord immediately after birth and before placenta delivery and found that the infant had COVID-19 antibodies.</p><p>""We have demonstrated that SARS-CoV-2 IgG antibodies are detectable in a newborn's cord blood sample after only a single dose of the Moderna COVID-19 vaccine,"" Paul Gilbert, M.D., and Chad Rudnick, M.D., wrote in a preprint study that has not been peer-reviewed. ""Thus, there is potential for protection and infection risk reduction from SARS-CoV-2 with maternal vaccination.""</p><p>The doctors noted that further research is needed to confirm the safety and efficacy of COVID-19 vaccines during pregnancy, <em>CBS News</em> reported.</p><p><a href=""https://www.cbsnews.com/news/covid-vaccine-moderna-baby-born-antibodies/"" target=""_blank""><em>CBS News</em> Article</a></p>","Thu, 18 Mar 2021 22:34:21 +0000",
