id,source,channel,url,published,modified,section,keywords,authors,title,canonical_url,success,error_msg,url_id
1508,newsmed,rss,https://www.news-medical.net/news/20210421/FDA-takes-steps-to-ensure-that-COVID-19-vaccines-meet-high-standards-for-quality-safety-and-effectiveness.aspx,2021-04-21 14:02:00+00:00,2021-04-21 14:02:00+00:00,Medical,"Drugs, Manufacturing, Research, Vaccine","Emily Henderson, B.Sc.","FDA takes steps to ensure that COVID-19 vaccines meet high standards for quality, safety and effectiveness",https://www.news-medical.net/news/20210421/FDA-takes-steps-to-ensure-that-COVID-19-vaccines-meet-high-standards-for-quality-safety-and-effectiveness.aspx,True,,1558.0
1626,newsmed,rss,https://www.news-medical.net/news/20210423/Degree-of-life-satisfaction-among-young-people-is-associated-with-collectivism.aspx,2021-04-23 04:59:00+00:00,2021-04-23 04:59:00+00:00,Medical,"Psychology, Research","Emily Henderson, B.Sc.",Degree of life satisfaction among young people is associated with collectivism,https://www.news-medical.net/news/20210423/Degree-of-life-satisfaction-among-young-people-is-associated-with-collectivism.aspx,True,,1676.0
597,newsmed,rss,https://www.news-medical.net/news/20210325/Study-shows-substantial-benefit-of-combination-therapy-for-advanced-Marburg-infections.aspx,2021-03-25 23:18:00+00:00,2021-03-25 23:18:00+00:00,Medical,"Marburg Virus, Virus, Antibodies, Antibody, Biopharmaceutical, Immunology, Laboratory, Microbiology, Monoclonal Antibody, Remdesivir, Research","Emily Henderson, B.Sc.",Study shows substantial benefit of combination therapy for advanced Marburg infections,https://www.news-medical.net/news/20210325/Study-shows-substantial-benefit-of-combination-therapy-for-advanced-Marburg-infections.aspx,True,,627.0
1356,newsmed,rss,https://www.news-medical.net/news/20210419/Increasing-activity-levels-may-reduce-the-likelihood-of-heart-attacks-and-strokes.aspx,2021-04-19 05:17:00+00:00,2021-04-19 04:55:00+00:00,Medical,"Heart, Blood, Blood Pressure, Cardiology, Cardiovascular Disease, Cholesterol, Diabetes, Exercise, Heart Disease, High Blood Pressure, High Cholesterol, Mortality, Physical Activity, Research","Emily Henderson, B.Sc.",Increasing activity levels may reduce the likelihood of heart attacks and strokes,https://www.news-medical.net/news/20210419/Increasing-activity-levels-may-reduce-the-likelihood-of-heart-attacks-and-strokes.aspx,True,,1403.0
1489,newsmed,rss,https://www.news-medical.net/news/20210421/Antibody-response-induced-by-mRNA-vaccination-differs-from-natural-SARS-CoV-2-infection.aspx,2021-04-21 05:54:00+00:00,2021-04-21 05:54:00+00:00,Medical,"Antibody, SARS, SARS-CoV-2, Antibodies, Coronavirus, Coronavirus Disease COVID-19, Efficacy, Hospital, Immune Response, Pandemic, Protein, Receptor, Respiratory, RNA, Severe Acute Respiratory, Severe Acute Respiratory Syndrome, Spike Protein, Syndrome, Vaccine, Virus","Lakshmi Supriya, PhD.",Antibody response induced by mRNA vaccination differs from natural SARS-CoV-2 infection,https://www.news-medical.net/news/20210421/Antibody-response-induced-by-mRNA-vaccination-differs-from-natural-SARS-CoV-2-infection.aspx,True,,1538.0
1043,newsmed,rss,https://www.news-medical.net/news/20210409/Study-finds-no-evidence-of-SARS-CoV2-transmission-by-breast-milk.aspx,2021-04-09 11:05:00+00:00,2021-04-09 11:04:00+00:00,Medical,"Breast Milk, Coronavirus Disease COVID-19, SARS, SARS-CoV-2, Breastfeeding, Children, Coronavirus, Pandemic, Polymerase, Polymerase Chain Reaction, Respiratory, Ribonucleic Acid, RNA, Severe Acute Respiratory, Severe Acute Respiratory Syndrome, Syndrome, Virus","Dr. Liji Thomas, MD",Study finds no evidence of SARS-CoV2 transmission by breast milk,https://www.news-medical.net/news/20210409/Study-finds-no-evidence-of-SARS-CoV2-transmission-by-breast-milk.aspx,True,,1087.0
1469,newsmed,rss,https://www.news-medical.net/news/20210420/Asymmetric-technique-to-synthesize-aziridines-in-presence-of-newly-developed-catalysts.aspx,2021-04-21 02:34:00+00:00,2021-04-21 03:20:00+00:00,Life Sciences,"Catalyst, Compound, Drugs, Tumor","Emily Henderson, B.Sc.",Asymmetric technique to synthesize aziridines in the presence of newly developed catalysts,https://www.news-medical.net/news/20210420/Asymmetric-technique-to-synthesize-aziridines-in-presence-of-newly-developed-catalysts.aspx,True,,1518.0
1534,newsmed,rss,https://www.news-medical.net/news/20210421/New-high-performance-artificial-muscle-technology-enables-more-human-like-motion.aspx,2021-04-22 01:30:00+00:00,2021-04-22 01:30:00+00:00,Medical,"Muscle, Bioengineering, Pasta, Research, students","Emily Henderson, B.Sc.","New, high-performance artificial muscle technology enables more human-like motion",https://www.news-medical.net/news/20210421/New-high-performance-artificial-muscle-technology-enables-more-human-like-motion.aspx,True,,1584.0
1199,newsmed,rss,https://www.news-medical.net/news/20210414/No-evidence-B117-variant-worsens-symptoms-or-increases-risk-of-long-COVID.aspx,2021-04-14 04:44:00+00:00,2021-04-14 04:44:00+00:00,Medical,"Antibodies, Coronavirus, Coronavirus Disease COVID-19, Genome, Genomic, Hospital, Protein, Remdesivir, Respiratory, SARS, SARS-CoV-2, Severe Acute Respiratory, Severe Acute Respiratory Syndrome, Spike Protein, Syndrome, Vaccine, Virus","Angela Betsaida B. Laguipo, BSN",No evidence B.1.1.7. variant worsens symptoms or increases risk of long COVID,https://www.news-medical.net/news/20210414/No-evidence-B117-variant-worsens-symptoms-or-increases-risk-of-long-COVID.aspx,True,,1245.0
1455,newsmed,rss,https://www.news-medical.net/news/20210420/Study-identifies-higher-mortality-risk-for-women-with-back-pain.aspx,2021-04-21 00:32:00+00:00,2021-04-21 00:32:00+00:00,Medical,"Back Pain, Mortality, Pain, Disability, Medicine, Opioids, Overdose, Research","Emily Henderson, B.Sc.",Study identifies higher mortality risk for women with back pain,https://www.news-medical.net/news/20210420/Study-identifies-higher-mortality-risk-for-women-with-back-pain.aspx,True,,1503.0
701,newsmed,rss,https://www.news-medical.net/news/20210401/COVID-19-surges-are-driven-by-appearance-of-new-SARS-CoV-2-variants-genome-sequencing-shows.aspx,2021-04-01 11:48:00+00:00,2021-04-01 11:48:00+00:00,Life Sciences,"Coronavirus, Genome, Epidemiology, Genomics, Medicine, Pathogen, Public Health, Reproduction, Research, SARS, SARS-CoV-2, Veterinary, Virus","Emily Henderson, B.Sc.","COVID-19 surges are driven by appearance of new SARS-CoV-2 variants, genome sequencing shows",https://www.news-medical.net/news/20210401/COVID-19-surges-are-driven-by-appearance-of-new-SARS-CoV-2-variants-genome-sequencing-shows.aspx,True,,734.0
1642,newsmed,rss,https://www.news-medical.net/news/20210423/Macrophages-play-a-vital-role-in-re-establishing-and-controlling-blood-flow-after-tissue-damage.aspx,2021-04-23 14:57:00+00:00,2021-04-23 12:45:00+00:00,Medical,"Blood, Blood Vessels, Cardiovascular Disease, Oxygen, Research","Emily Henderson, B.Sc.",Macrophages play a vital role in re-establishing and controlling blood flow after tissue damage,https://www.news-medical.net/news/20210423/Macrophages-play-a-vital-role-in-re-establishing-and-controlling-blood-flow-after-tissue-damage.aspx,True,,1692.0
766,newsmed,rss,https://www.news-medical.net/news/20210402/Combat-experience-linked-with-higher-risk-of-alcohol-use-to-cope-with-PTSD-symptoms.aspx,2021-04-03 02:30:00+00:00,2021-04-03 02:30:00+00:00,Medical,"Alcohol, Education, Research, Trauma, Veterans Affairs","Emily Henderson, B.Sc.",Combat experience linked with higher risk of alcohol use to cope with PTSD symptoms,https://www.news-medical.net/news/20210402/Combat-experience-linked-with-higher-risk-of-alcohol-use-to-cope-with-PTSD-symptoms.aspx,True,,803.0
703,newsmed,rss,https://www.news-medical.net/news/20210401/Researchers-identify-potential-trigger-of-Crohns-disease.aspx,2021-04-01 11:55:00+00:00,2021-04-01 11:55:00+00:00,Medical,"Crohn's Disease, Bacteria, Immune System, Research","Emily Henderson, B.Sc.",Researchers identify potential trigger of Crohn's disease,https://www.news-medical.net/news/20210401/Researchers-identify-potential-trigger-of-Crohns-disease.aspx,True,,736.0
1395,newsmed,rss,https://www.news-medical.net/news/20210419/Subtle-shift-in-organ-donor-messaging-can-lead-to-a-big-boost-in-registration-finds-study.aspx,2021-04-20 00:44:00+00:00,2021-04-20 00:44:00+00:00,Medical,"Education, Hospital, Organ Donation, Transplant","Emily Henderson, B.Sc.","Subtle shift in organ donor messaging can lead to a big boost in registration, finds study",https://www.news-medical.net/news/20210419/Subtle-shift-in-organ-donor-messaging-can-lead-to-a-big-boost-in-registration-finds-study.aspx,True,,1442.0
1796,newsmed,rss,https://www.news-medical.net/news/20210427/New-breakthrough-method-for-quickly-accurately-diagnosing-cardiac-arrhythmias.aspx,2021-04-28 00:19:00+00:00,2021-05-03 15:18:00+00:00,Medical,"Arrhythmia, Cardiology, Electrophysiology, Heart, Laboratory, Medicine, Research","Emily Henderson, B.Sc.","New breakthrough method for quickly, accurately diagnosing cardiac arrhythmias",https://www.news-medical.net/news/20210427/New-breakthrough-method-for-quickly-accurately-diagnosing-cardiac-arrhythmias.aspx,True,,1846.0
594,newsmed,rss,https://www.news-medical.net/news/20210324/Wellness-program-for-residents-produce-reductions-in-burnout-risks.aspx,2021-03-25 00:41:00+00:00,2021-03-25 00:53:00+00:00,Medical,"Urology, Education, Medicine, Research","Emily Henderson, B.Sc.",Wellness program for residents produces reductions in burnout risks,https://www.news-medical.net/news/20210324/Wellness-program-for-residents-produce-reductions-in-burnout-risks.aspx,True,,624.0
1705,newsmed,rss,https://www.news-medical.net/news/20210426/AI-platform-can-identify-specific-proteins-that-allow-bacteria-to-infect-the-intestines.aspx,2021-04-26 17:45:00+00:00,2021-04-26 17:45:00+00:00,Life Sciences,"Intestinal Disease, Artificial Intelligence, Bacteria, Biomedicine, Cancer, Drugs, pH, Protein, Research","Emily Henderson, B.Sc.",AI platform can identify specific proteins that allow bacteria to infect the intestines,https://www.news-medical.net/news/20210426/AI-platform-can-identify-specific-proteins-that-allow-bacteria-to-infect-the-intestines.aspx,True,,1755.0
903,newsmed,rss,https://www.news-medical.net/news/20210407/Dramatic-cuts-to-UK-foreign-aid-budgets-undermine-global-research-partnerships.aspx,2021-04-07 11:59:00+00:00,2021-04-07 14:21:00+00:00,Medical,"Research, Laboratory, Malaria, Pathogen, Pathology","Emily Henderson, B.Sc.",Dramatic cuts to UK foreign aid budgets undermine global research partnerships,https://www.news-medical.net/news/20210407/Dramatic-cuts-to-UK-foreign-aid-budgets-undermine-global-research-partnerships.aspx,True,,940.0
1806,newsmed,rss,https://www.news-medical.net/news/20210427/Study-shows-link-between-EHR-usability-and-nurse-burnout-surgical-patient-outcomes.aspx,2021-04-28 01:41:00+00:00,2021-04-28 01:41:00+00:00,Medical,"Electronic Health Record, Health Care, Hospital, Mortality, Nursing, Research","Emily Henderson, B.Sc.","Study shows link between EHR usability and nurse burnout, surgical patient outcomes",https://www.news-medical.net/news/20210427/Study-shows-link-between-EHR-usability-and-nurse-burnout-surgical-patient-outcomes.aspx,True,,1856.0
1088,newsmed,rss,https://www.news-medical.net/news/20210412/New-framework-for-dismantling-white-supremacy-in-public-health.aspx,2021-04-12 12:29:00+00:00,2021-04-12 12:26:00+00:00,Medical,"Public Health, Medicine, Research, Sociology","Emily Henderson, B.Sc.",New framework for dismantling white supremacy in public health,https://www.news-medical.net/news/20210412/New-framework-for-dismantling-white-supremacy-in-public-health.aspx,True,,1133.0
757,newsmed,rss,https://www.news-medical.net/news/20210402/Researchers-offer-large-scale-screening-of-potential-broad-spectrum-SARS-CoV-2-antivirals.aspx,2021-04-02 14:29:00+00:00,2021-04-02 14:16:00+00:00,Medical,"Antiviral Drug, Coronavirus, Coronavirus Disease COVID-19, Drug Repurposing, SARS, SARS-CoV-2, Acute Respiratory Distress Syndrome, Antibodies, Anti-Inflammatory, Cell, Cell Line, Cytokine, Drugs, Efficacy, Enzyme, Fluorescence, Genome, Immunomodulatory, Inflammation, Kinase, Methylene Blue, MPA, Multiple Myeloma, Myeloma, Pandemic, Pathogen, Polymerase, Preclinical, Preclinical Testing, Proliferation, Propagation, Protein, Receptor, Remdesivir, Respiratory, RNA, Severe Acute Respiratory, Severe Acute Respiratory Syndrome, Syndrome, Transcription, Transplant, Virus","Dr. Liji Thomas, MD",Researchers offer large-scale screening of potential broad-spectrum SARS-CoV-2 antivirals,https://www.news-medical.net/news/20210402/Researchers-offer-large-scale-screening-of-potential-broad-spectrum-SARS-CoV-2-antivirals.aspx,True,,794.0
1090,newsmed,rss,https://www.news-medical.net/news/20210412/Researchers-explore-an-inhalable-SARS-CoV-2-nanobody-therapy.aspx,2021-04-12 13:14:00+00:00,2021-04-12 13:13:00+00:00,Medical,"Antibodies, Camelid, Coronavirus Disease COVID-19, Nanobodies, SARS, SARS-CoV-2, ACE2, Antibody, Coronavirus, Diagnostic, Glycoprotein, Molecule, Pandemic, Reagents, Receptor, Respiratory, Severe Acute Respiratory, Severe Acute Respiratory Syndrome, Syndrome","Dr. Ramya Dwivedi, Ph.D.",Researchers explore an inhalable SARS-CoV-2 nanobody therapy,https://www.news-medical.net/news/20210412/Researchers-explore-an-inhalable-SARS-CoV-2-nanobody-therapy.aspx,True,,1135.0
1650,newsmed,rss,https://www.news-medical.net/news/20210423/Study-offers-clues-to-clinical-diagnosis-of-nephronophthisis-in-adults.aspx,2021-04-23 18:12:00+00:00,2021-04-24 00:44:00+00:00,Medical,"Biopsy, Children, Diagnostic, Genes, Genetic, Kidney, Kidney Disease, Nephrology","Emily Henderson, B.Sc.",Study offers clues to clinical diagnosis of nephronophthisis in adults,https://www.news-medical.net/news/20210423/Study-offers-clues-to-clinical-diagnosis-of-nephronophthisis-in-adults.aspx,True,,1700.0
1842,newsmed,rss,https://www.news-medical.net/news/20210428/Early-MR-imaging-can-greatly-increase-the-diagnosis-of-broken-heart-syndrome.aspx,2021-04-28 23:12:00+00:00,2021-04-28 23:12:00+00:00,Medical,"Heart, Syndrome, Blood, Blood Clot, Hospital, Imaging, Inflammation, Myocardial Infarction, Research, Stress","Emily Henderson, B.Sc.",Early MR imaging can greatly increase the diagnosis of broken-heart syndrome,https://www.news-medical.net/news/20210428/Early-MR-imaging-can-greatly-increase-the-diagnosis-of-broken-heart-syndrome.aspx,True,,1892.0
1695,newsmed,rss,https://www.news-medical.net/news/20210426/Hormonal-therapies-for-breast-and-prostate-cancers-increase-the-risk-of-heart-attack-stroke.aspx,2021-04-26 12:29:00+00:00,2021-04-26 12:29:00+00:00,Medical,"Cancer, Cancer Treatment, Heart, Prostate, Prostate Cancer, Androgen, Androgen Deprivation Therapy, Blood, Blood Pressure, Breast Cancer, Cardiology, Cardiovascular Disease, Cholesterol, Estrogen, Genomic, Heart Attack, Heart Disease, High Blood Pressure, Hormonal Therapy, Hormone, Medicine, Oncology, pH, Receptor, Research, Skin, Stroke, Tamoxifen, Testosterone, Tumor","Emily Henderson, B.Sc.","Hormonal therapies for breast and prostate cancers increase the risk of heart attack, stroke",https://www.news-medical.net/news/20210426/Hormonal-therapies-for-breast-and-prostate-cancers-increase-the-risk-of-heart-attack-stroke.aspx,True,,1745.0
683,newsmed,rss,https://www.news-medical.net/news/20210401/Study-highlights-persistent-shortage-of-preventive-medicine-physicians-in-the-US.aspx,2021-04-01 05:09:00+00:00,2021-04-01 05:09:00+00:00,Medical,"Medicine, Aging, Epidemiology, Health Care, Pandemic, pH, Public Health, Research","Emily Henderson, B.Sc.",Study highlights persistent shortage of preventive medicine physicians in the U.S.,https://www.news-medical.net/news/20210401/Study-highlights-persistent-shortage-of-preventive-medicine-physicians-in-the-US.aspx,True,,714.0
1779,newsmed,rss,https://www.news-medical.net/news/20210427/Some-heart-medications-may-facilitate-SARS-CoV-2-infection-through-increasing-ACE2-receptor-levels.aspx,2021-04-27 15:02:00+00:00,2021-04-27 15:00:00+00:00,Medical,"ACE2, Coronavirus Disease COVID-19, Heart, Receptor, SARS, SARS-CoV-2, Angiotensin, Brain, Cell, Cell Membrane, Coronavirus, Enzyme, Glycoprotein, Kidney, Pandemic, Pharmacology, Respiratory, Severe Acute Respiratory, Severe Acute Respiratory Syndrome, Small Intestine, Syndrome, Therapeutics, Virus","Dr. Liji Thomas, MD",Some heart medications may facilitate SARS-CoV-2 infection through increasing ACE2 receptor levels,https://www.news-medical.net/news/20210427/Some-heart-medications-may-facilitate-SARS-CoV-2-infection-through-increasing-ACE2-receptor-levels.aspx,True,,1829.0
1687,newsmed,rss,https://www.news-medical.net/news/20210426/Using-estrogen-to-target-drug-resistant-breast-cancer-in-mice.aspx,2021-04-26 05:15:00+00:00,2021-04-26 05:15:00+00:00,Medical,"Breast Cancer, Cancer, Estrogen, Children, Cycling, Hospital, Laboratory, Medicine, Research, Tumor","Emily Henderson, B.Sc.",Using estrogen to target drug-resistant breast cancer in mice,https://www.news-medical.net/news/20210426/Using-estrogen-to-target-drug-resistant-breast-cancer-in-mice.aspx,True,,1737.0
1299,newsmed,rss,https://www.news-medical.net/news/20210416/Study-Financial-stress-can-have-impact-on-well-being-lead-to-physical-pain-in-later-years.aspx,2021-04-16 04:50:00+00:00,2021-04-16 04:50:00+00:00,Medical,"Pain, Stress, Cardiovascular Disease, Research","Emily Henderson, B.Sc.","Study: Financial stress can have impact on well-being, lead to physical pain in later years",https://www.news-medical.net/news/20210416/Study-Financial-stress-can-have-impact-on-well-being-lead-to-physical-pain-in-later-years.aspx,True,,1345.0
1837,newsmed,rss,https://www.news-medical.net/news/20210428/Can-a-gaze-measurement-app-help-spot-potential-signs-of-autism-in-toddlers.aspx,2021-04-28 13:58:00+00:00,2021-04-28 13:57:00+00:00,Medical,"Autism, Child Health, Diagnostics, Children, Eye, Speech","Angela Betsaida B. Laguipo, BSN",Can a gaze measurement app help spot potential signs of autism in toddlers?,https://www.news-medical.net/news/20210428/Can-a-gaze-measurement-app-help-spot-potential-signs-of-autism-in-toddlers.aspx,True,,1887.0
964,newsmed,rss,https://www.news-medical.net/news/20210408/Mouse-monoclonal-antibodies-protect-against-SARS-CoV-2-wildtype-UK-and-South-African-variants.aspx,2021-04-08 06:15:00+00:00,2021-04-08 06:15:00+00:00,Medical,"Antibodies, SARS, SARS-CoV-2, ACE2, Angiotensin, Angiotensin-Converting Enzyme 2, Antibody, Cell, Coronavirus, Coronavirus Disease COVID-19, Drugs, Efficacy, Enzyme, in vivo, Inflammation, Mouse Model, Protein, Receptor, Research, Respiratory, Severe Acute Respiratory, Severe Acute Respiratory Syndrome, Spike Protein, Syndrome, Virus","Dr. Liji Thomas, MD","Mouse monoclonal antibodies protect against SARS-CoV-2 wildtype, UK and South African variants",https://www.news-medical.net/news/20210408/Mouse-monoclonal-antibodies-protect-against-SARS-CoV-2-wildtype-UK-and-South-African-variants.aspx,True,,1005.0
1639,newsmed,rss,https://www.news-medical.net/news/20210423/DeNovix-Announces-21-CFR-Compliance-Ready-Software-for-Spectrophotometer-Fluorometer-Products.aspx,2021-04-23 12:40:00+00:00,2021-04-23 12:40:00+00:00,Life Sciences,"Fluorometer, Spectrophotometer",DeNovix Inc.,DeNovix Announces 21 CFR Compliance Ready Software for Spectrophotometer / Fluorometer Products,https://www.news-medical.net/news/20210423/DeNovix-Announces-21-CFR-Compliance-Ready-Software-for-Spectrophotometer-Fluorometer-Products.aspx,True,,1689.0
1334,newsmed,rss,https://www.news-medical.net/news/20210416/WHOe28099s-new-initiative-aims-to-speed-up-action-on-diabetes.aspx,2021-04-16 14:14:00+00:00,2021-04-16 14:15:00+00:00,Medical,"Diabetes, Diagnostic, Hospital, Insulin, Research, Type 2 Diabetes","Emily Henderson, B.Sc.",WHO’s new initiative aims to speed up action on diabetes,https://www.news-medical.net/news/20210416/WHOe28099s-new-initiative-aims-to-speed-up-action-on-diabetes.aspx,True,,1381.0
977,newsmed,rss,https://www.news-medical.net/news/20210408/Autoantibodies-may-contribute-to-severe-COVID-19-and-potential-long-COVID-19-symptoms.aspx,2021-04-08 14:06:00+00:00,2021-04-08 14:06:00+00:00,Medical,"Autoantibodies, Coronavirus Disease COVID-19, Pandemic, SARS-CoV-2, Antibodies, Coronavirus, Immune System, Research, SARS",Jocelyn Solis-Moreira,Autoantibodies may contribute to severe COVID-19 and potential long-COVID-19 symptoms,https://www.news-medical.net/news/20210408/Autoantibodies-may-contribute-to-severe-COVID-19-and-potential-long-COVID-19-symptoms.aspx,True,,1018.0
740,newsmed,rss,https://www.news-medical.net/news/20210401/Restoring-dysfunctional-lymphatic-networks-to-allow-the-body-to-fight-disease.aspx,2021-04-02 02:13:00+00:00,2021-04-02 02:13:00+00:00,Medical,"Cancer, Cardiovascular Disease, Cell, Immune System, in vivo, Lymphatic System, Medicine, Research, Toxins, Wound","Emily Henderson, B.Sc.",Restoring dysfunctional lymphatic networks to allow the body to fight disease,https://www.news-medical.net/news/20210401/Restoring-dysfunctional-lymphatic-networks-to-allow-the-body-to-fight-disease.aspx,True,,773.0
1150,newsmed,rss,https://www.news-medical.net/news/20210413/Zipper-motif-mediates-SARS-CoV-2-spike-trimerization-within-host-cell-membrane.aspx,2021-04-13 05:54:00+00:00,2021-04-13 05:54:00+00:00,Medical,"Cell, Cell Membrane, SARS, SARS-CoV-2, Alanine, Coronavirus, CT, Glycine, Helix, Immune System, Lysine, Pandemic, Protein, Receptor, Research, Respiratory, Severe Acute Respiratory, Severe Acute Respiratory Syndrome, Spike Protein, Stomatitis, Syndrome, Virus","Dr. Liji Thomas, MD",Zipper motif mediates SARS-CoV-2 spike trimerization within host cell membrane,https://www.news-medical.net/news/20210413/Zipper-motif-mediates-SARS-CoV-2-spike-trimerization-within-host-cell-membrane.aspx,True,,1195.0
1282,newsmed,rss,https://www.news-medical.net/news/20210415/Researchers-develop-a-classification-scheme-for-neuromyelitis-optica-spectrum-disorder.aspx,2021-04-16 01:16:00+00:00,2021-04-16 01:16:00+00:00,Medical,"Multiple Sclerosis, Sclerosis, Astrocyte, Autoimmune Disease, Brain, Central Nervous System, Demyelination, Foot, Myelin, Myelitis, Nerve, Nervous System, Neurology, Neuromyelitis optica, Neuromyelitis Optica Spectrum Disorder, Optic Neuritis","Emily Henderson, B.Sc.",Researchers develop a classification scheme for neuromyelitis optica spectrum disorder,https://www.news-medical.net/news/20210415/Researchers-develop-a-classification-scheme-for-neuromyelitis-optica-spectrum-disorder.aspx,True,,1328.0
1599,newsmed,rss,https://www.news-medical.net/news/20210422/Study-finds-higher-mortality-rate-among-pregnant-women-affected-by-COVID-19.aspx,2021-04-23 00:54:00+00:00,2021-04-23 00:54:00+00:00,Medical,"Medicine, Pediatrics, Pregnancy, Research, Virus","Emily Henderson, B.Sc.",Study finds higher mortality rate among pregnant women affected by COVID-19,https://www.news-medical.net/news/20210422/Study-finds-higher-mortality-rate-among-pregnant-women-affected-by-COVID-19.aspx,True,,1649.0
891,newsmed,rss,https://www.news-medical.net/news/20210407/Canopy-Biosciences-introduces-high-plex-spatial-biology-assay-for-quantitative-immune-cell-profiling.aspx,2021-04-07 06:39:00+00:00,2021-04-07 06:43:00+00:00,Life Sciences,"Assay, Cell, Cytometry, Protein, Proteomics",Bruker Nano Surfaces,Canopy Biosciences introduces high-plex spatial biology assay for quantitative immune cell profiling,https://www.news-medical.net/news/20210407/Canopy-Biosciences-introduces-high-plex-spatial-biology-assay-for-quantitative-immune-cell-profiling.aspx,True,,928.0
587,newsmed,rss,https://www.news-medical.net/news/20210324/New-system-ranks-dangerous-landfill-pollutants-in-order-of-toxicity.aspx,2021-03-24 23:49:00+00:00,2021-03-24 23:49:00+00:00,Life Sciences,"Cancer, Pollution, Research, Toxins","Emily Henderson, B.Sc.",New system ranks dangerous landfill pollutants in order of toxicity,https://www.news-medical.net/news/20210324/New-system-ranks-dangerous-landfill-pollutants-in-order-of-toxicity.aspx,True,,617.0
1747,newsmed,rss,https://www.news-medical.net/news/20210427/Physician-scientist-Dr-David-Lyden-elected-into-Association-of-American-Physicians.aspx,2021-04-27 05:06:00+00:00,2021-04-27 05:05:00+00:00,Medical,"Medicine, Cancer, Cardiology, Children, Children's Health, Metastasis, Pediatrics, Research, Tumor","Emily Henderson, B.Sc.",Physician-scientist Dr. David Lyden elected into Association of American Physicians,https://www.news-medical.net/news/20210427/Physician-scientist-Dr-David-Lyden-elected-into-Association-of-American-Physicians.aspx,True,,1797.0
1271,newsmed,rss,https://www.news-medical.net/news/20210415/UZH-study-establishes-an-objective-neurobiological-measure-for-stress-resilience.aspx,2021-04-15 17:48:00+00:00,2021-04-15 17:48:00+00:00,Life Sciences,"Stress, Anxiety, Brain, Depression","Emily Henderson, B.Sc.",UZH study establishes an objective neurobiological measure for stress resilience,https://www.news-medical.net/news/20210415/UZH-study-establishes-an-objective-neurobiological-measure-for-stress-resilience.aspx,True,,1317.0
1748,newsmed,rss,https://www.news-medical.net/news/20210427/Drug-cocktail-can-effectively-activate-and-expand-muscle-stem-cells.aspx,2021-04-27 05:15:00+00:00,2021-04-27 05:15:00+00:00,Life Sciences,"Muscle, Stem Cells, Bioengineering, Cell, Genetic, Molecule, Muscle Wasting, Muscular Dystrophy, Nanoparticles, pH, Research, Skin","Emily Henderson, B.Sc.",Drug cocktail can effectively activate and expand muscle stem cells,https://www.news-medical.net/news/20210427/Drug-cocktail-can-effectively-activate-and-expand-muscle-stem-cells.aspx,True,,1798.0
985,newsmed,rss,https://www.news-medical.net/news/20210408/Acrylamide-based-novel-DHODH-inhibitors-as-potential-treatment-for-rheumatoid-arthritis.aspx,2021-04-08 22:07:00+00:00,2021-04-08 22:07:00+00:00,Medical,"Arthritis, Rheumatoid Arthritis, Cancer, Compound, Therapeutics","Emily Henderson, B.Sc.",Acrylamide-based novel DHODH inhibitors as potential treatment for rheumatoid arthritis,https://www.news-medical.net/news/20210408/Acrylamide-based-novel-DHODH-inhibitors-as-potential-treatment-for-rheumatoid-arthritis.aspx,True,,1027.0
962,newsmed,rss,https://www.news-medical.net/news/20210408/A-promising-strategy-to-treat-inflammation-during-severe-COVID-19.aspx,2021-04-12 06:05:00+00:00,2021-04-12 06:05:00+00:00,Medical,"Cytokine, Lungs, ACE2, Cell, Coronavirus, Coronavirus Disease COVID-19, Gene, Gene Expression, Genes, Immune System, Immunology, Protein, Remdesivir, Research, Respiratory, RNA, SARS, SARS-CoV-2, Severe Acute Respiratory, Severe Acute Respiratory Syndrome, Syndrome, Transcription",Jocelyn Solis-Moreira,COVID19's cytokine storm ushers in a local complement storm in the lungs,https://www.news-medical.net/news/20210412/COVID19s-cytokine-storm-ushers-in-a-local-complement-storm-in-the-lungs.aspx,True,,1003.0
872,newsmed,rss,https://www.news-medical.net/news/20210407/Researchers-discover-two-new-ways-to-treat-small-cell-lung-tumors.aspx,2021-04-07 04:45:00+00:00,2021-04-07 04:47:00+00:00,Medical,"Cancer, Cell, Lung Cancer, Small Cell Lung Cancer, Antioxidant, Auranofin, Cell Death, Chemotherapy, Drugs, Endocrine, Ferroptosis, Gene, Genes, Oxidative Stress, Research, Stress","Emily Henderson, B.Sc.",Researchers discover two new ways to treat small cell lung tumors,https://www.news-medical.net/news/20210407/Researchers-discover-two-new-ways-to-treat-small-cell-lung-tumors.aspx,True,,909.0
1664,newsmed,rss,https://www.news-medical.net/news/20210423/Study-characterizes-anti-inflammatory-effect-of-strawberry-geranium-on-the-skin.aspx,2021-04-24 01:55:00+00:00,2021-04-24 01:55:00+00:00,Life Sciences,"Skin, Anti-Inflammatory, Antioxidant, Cosmetics, Dermatitis, Immune Response, Inflammation, Medicine, Receptor, Research","Emily Henderson, B.Sc.",Study characterizes anti-inflammatory effect of strawberry geranium on the skin,https://www.news-medical.net/news/20210423/Study-characterizes-anti-inflammatory-effect-of-strawberry-geranium-on-the-skin.aspx,True,,1714.0
